"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50"
"31" -89166.3419756337 -88766.7234333188 -88807.181481861 -88749.5765536949 -88513.2675274291 -88506.45456758 -88187.1883753518 -88550.3534457175 -88162.6890916273 -88141.9997952735 -88455.9478230401 -88086.3041066161 -87921.8127578728 -87736.183073326 -87904.421084742 -88075.6460527011 -88216.309710091 -88025.0244620626 -87346.775512702 -87388.8880750323 -87343.517549354 -87233.1160919334 -87228.0468875591 -87039.8617437989 -86943.1871680256 -87289.5280625762 -86909.1213548691 -87297.1287368369 -86879.8584045109 -86822.7809590413 -88494.0943656539 -87182.2575424856 -87209.0204584194 -87318.5111263297 -86615.8327705761 -87244.1370043518 -87352.9903066661 -87535.6508093025 -87252.5680828811 -87392.3288468719 -87740.2513666563 -87538.8268547021 -87464.6105115297 -88286.6830192906 -88236.9932154319 -88008.2431875563 -87814.7632186723 -87735.2961036476 -88585.198504049 -88036.5498396572
"32" -89282.3370042097 -89134.933413591 -88924.7080061749 -88988.0688597043 -88759.2006403391 -88766.7696406967 -88383.2742934687 -87990.4702735465 -88629.0010787122 -88624.9686215412 -87948.8661833405 -88325.4539035706 -88470.5964665711 -87720.1795883124 -87954.2558472228 -87999.1964982556 -87863.2309411832 -88015.0615602144 -87906.1301426001 -87722.3797932264 -87056.9555126351 -87456.7839265593 -87556.3934406099 -87127.0647345842 -87139.2963205155 -87376.9861195813 -87117.2278989541 -86690.4306016796 -86473.2988226332 -87041.6716799084 -87182.2575424856 -88610.2769566925 -86768.1791817178 -87107.7185308866 -87233.6387021512 -87387.0749432812 -87150.5449387161 -87934.0575018617 -87838.6096961796 -87679.1354689392 -87911.2052039007 -87541.051953588 -88141.4145275022 -87948.9996768414 -88262.1265520627 -87943.6218854757 -88296.2645541063 -88007.348880919 -87855.9479934298 -88432.7774491018
"33" -89383.0462729658 -89142.3449433545 -89084.9552080773 -89270.1088796806 -88642.9842788106 -88855.2855166922 -88813.1933490603 -88591.1838320683 -89036.8680416556 -87972.2792424086 -88170.2630071123 -88352.8434053404 -87893.1143271632 -87701.0252123532 -87964.5188564775 -87791.6221238021 -87939.4766531051 -87946.0310362173 -87362.5208847984 -87429.926561092 -87247.0937614738 -86893.5193822191 -87277.1995574718 -87161.7629848924 -87195.3013823208 -87377.9877720813 -87142.1291738355 -87249.8032423935 -87314.9863801066 -87001.5892685373 -87209.0204584194 -86768.1791817178 -88723.2187244986 -87277.9858107737 -87011.0865548399 -87157.0404808001 -86804.7778699402 -87126.3849423801 -88265.7033434687 -87001.6732401938 -88066.3272544462 -88626.0518874497 -88121.2841634719 -88157.3691049404 -87950.3688950994 -87792.1821671603 -88372.5219105438 -88323.3628600504 -88249.8219077374 -88232.8278402885
"34" -89169.9545479149 -89510.7249835071 -89161.1270122172 -89134.062332522 -89169.8387172368 -88794.7870955141 -88442.0758883883 -88760.5861925583 -88670.7034574552 -88870.0804170862 -88312.5273598284 -88408.3640843035 -88280.3425342173 -87958.1953093481 -87953.882264475 -88003.9945534166 -87902.9795734042 -88218.9421271647 -87651.8862116931 -87611.5248306479 -87540.8934243785 -87089.271031883 -87122.3457529557 -87593.768917963 -87384.3059223294 -87346.8194978879 -87456.3486444385 -86809.2317272063 -87006.5902268038 -86959.7246038278 -87318.5111263297 -87107.7185308866 -87277.9858107737 -88818.1688995562 -87175.0991858522 -87903.40169839 -87449.3815116348 -87768.2865376799 -87534.1435109874 -88068.9190695923 -87843.4548581442 -88250.9168230332 -87854.8334972918 -88456.7871642585 -88222.4622030704 -88463.7292378821 -88501.485550971 -88262.7565123978 -88609.8802909966 -88263.9842111514
"35" -89505.1394384109 -89600.5699694051 -89455.5331406138 -89240.5813061058 -89322.3782607848 -89030.6506823979 -88696.6340016927 -89146.9079910043 -88911.7319787883 -88568.4327808687 -88787.0336011795 -88337.9348491618 -88785.9471166835 -87956.9663409325 -88558.9855561448 -88075.1491919468 -88226.6414821272 -87968.1498048381 -87634.2204452002 -87989.4928056324 -87134.9842797875 -87660.5120271366 -87579.4692754357 -87450.0112311689 -87794.9383721333 -87063.9368786768 -87442.6765089658 -87359.0642352057 -86938.7035020349 -87030.4947808413 -86615.8327705761 -87233.6387021512 -87011.0865548399 -87175.0991858522 -88947.2736415454 -87286.774152973 -87567.2227413259 -88119.8868281658 -87870.5973179938 -87682.9846222259 -87596.8721650311 -88185.9710050752 -88539.5101048173 -88511.010274732 -88160.6420469749 -87822.9935099701 -88412.3053674268 -88211.6952164072 -88545.6055727737 -88690.8710231008
"36" -89683.18328993 -89706.3345194256 -89552.9300431643 -89369.1969963099 -89347.9501446388 -89230.8089820215 -89540.7844085602 -89104.5113921761 -88339.0173748941 -89033.3794891886 -89161.5757278449 -89010.1505615257 -88516.9643903037 -88366.5545631026 -88493.7490467139 -88749.7148105709 -88208.5836426402 -88156.5205477033 -88347.0955931066 -88152.5056976459 -87901.6983633472 -88178.6468172782 -87493.0533873867 -88090.8562597204 -87604.3952276013 -87536.5197878031 -87531.6773459153 -87155.8133312073 -87107.0418069358 -87476.3965025549 -87244.1370043518 -87387.0749432812 -87157.0404808001 -87903.40169839 -87286.774152973 -89249.7663507562 -87334.6792875607 -88020.7839830434 -87785.8022170769 -87926.319617288 -88214.0601950028 -87607.6040838124 -87952.7662378514 -88430.2480340039 -88340.762925255 -88199.5583027118 -88450.7675694797 -88399.8775485225 -88817.2640410864 -89555.092135297
"37" -89683.606982203 -89776.9370527125 -89774.8598895961 -89628.073396865 -89455.151556733 -89676.1931750081 -89355.5850454117 -89629.6553247254 -89452.976997525 -89321.348134633 -88575.4791001838 -89074.6406103357 -88520.3535128357 -88160.7200216553 -88934.2604724139 -88578.5586207509 -88627.0512367497 -88977.5788671473 -88419.5956741848 -87934.5187167749 -87836.5226381877 -88493.6397231566 -88051.2542327052 -88073.446154737 -88151.4877986316 -87665.6617093311 -87723.6940148931 -87411.3839736996 -87218.4839411008 -87057.5962922568 -87352.9903066661 -87150.5449387161 -86804.7778699402 -87449.3815116348 -87567.2227413259 -87334.6792875607 -89428.6417443355 -88023.1822120204 -87695.3509172715 -88649.9741147948 -88616.6468842147 -88534.6658944721 -88527.1776705248 -88689.5480493808 -88735.7692579202 -88560.700392104 -88997.4894097791 -88729.7529814155 -89180.4015601308 -89287.855895839
"38" -90217.2806073159 -90105.2730970627 -89810.4615092255 -89729.7040625998 -89698.4218298888 -89754.5428001832 -89567.5872095396 -89268.4809585675 -89569.1727895979 -89448.6445500414 -88755.2343115766 -88996.2638659836 -89180.4309549322 -89110.6878373263 -88639.4570002496 -88743.9350310971 -88633.3469640937 -88824.7675615953 -88417.1085511718 -88553.4960888857 -88305.2578002731 -88381.5857506764 -88728.2793290562 -88714.1687408935 -87700.7765052418 -87484.5970206456 -87392.2770852385 -87546.4288654201 -87089.1327396248 -87614.7796953584 -87535.6508093025 -87934.0575018617 -87126.3849423801 -87768.2865376799 -88119.8868281658 -88020.7839830434 -88023.1822120204 -89657.6342177522 -88642.6674453344 -88084.4823702337 -88668.1510394983 -87945.2547820575 -88573.09162194 -88543.771263967 -88251.7960025224 -88745.7773887577 -88687.7212893691 -88966.3143441319 -89353.2901363315 -89477.7971681248
"39" -90461.1234994876 -90166.3378308476 -90388.3876086227 -90025.5262394278 -90209.1287402554 -90085.2379040218 -90196.2179785979 -90018.983369619 -89310.0177017159 -89490.1672085095 -89629.3691948283 -89096.7653528243 -89290.9128539628 -89203.9996569341 -89433.5587365946 -88965.7355008809 -89201.5625309854 -88973.9125176467 -88649.1247254174 -88957.2056242618 -89070.503184572 -88992.2110640049 -88737.0323111452 -88393.3866827973 -88281.923071579 -87876.8569909672 -87726.2441649006 -87883.8833702808 -87099.0935152354 -87379.6484291248 -87252.5680828811 -87838.6096961796 -88265.7033434687 -87534.1435109874 -87870.5973179938 -87785.8022170769 -87695.3509172715 -88642.6674453344 -90185.5477837149 -88221.429797943 -88586.3007988246 -88967.7074992482 -88451.9516112 -89245.9908077105 -88745.0360067207 -88727.1319929468 -88987.608101343 -89495.2607145783 -89276.7926166127 -89774.1035081425
"40" -90719.9539947077 -90380.6047129783 -90857.2214347186 -90288.1244082904 -90351.7622235077 -90385.747679152 -90575.6357803601 -90225.0611421874 -90547.5438907609 -90012.0532875385 -89786.9697985375 -89408.9766697338 -89708.4820415411 -89430.7827497991 -89486.976745226 -89372.0449919023 -88783.3560560822 -88832.8150738905 -89126.4976457289 -89277.8745714453 -89078.3201796297 -88517.6509444295 -88628.1612480976 -88360.1253417595 -88012.7873244678 -88263.2559554634 -87609.7849508334 -88155.2403124507 -87484.8547139315 -87097.2915661396 -87392.3288468719 -87679.1354689392 -87001.6732401938 -88068.9190695923 -87682.9846222259 -87926.319617288 -88649.9741147948 -88084.4823702337 -88221.429797943 -90491.2528421886 -89358.6437012686 -89082.2068375353 -88967.4904929499 -89730.4608165568 -88942.8448467675 -89346.1701141556 -89798.749939652 -89761.0595512147 -89750.2793304066 -89815.5814547545
"41" -91113.9215085278 -90824.4032322271 -90731.7517982617 -90765.6173979373 -90614.1351426695 -90363.4365752978 -90137.2292579974 -90118.1470999441 -90526.4712830219 -90197.5283104107 -90267.5743943017 -90019.8489499871 -90029.7842376671 -89799.4325974025 -90131.7424502552 -89363.6858799233 -89454.6464486063 -89627.1163172034 -89374.5887154315 -89370.5126366114 -89110.5325521857 -89657.8310675429 -89228.0444329636 -88525.0952406768 -87865.5108761426 -87931.9331690074 -87641.4401132031 -87912.0026723277 -87557.7869775327 -87456.9639145475 -87740.2513666563 -87911.2052039007 -88066.3272544462 -87843.4548581442 -87596.8721650311 -88214.0601950028 -88616.6468842147 -88668.1510394983 -88586.3007988246 -89358.6437012686 -90815.308354134 -89145.4181305562 -89354.8118798889 -89577.4726257392 -89285.499429228 -89790.1245637483 -89616.9075420456 -89512.9644925808 -89843.8791843989 -89978.7288171249
"42" -91265.9292942094 -91129.2965625577 -91199.5867864341 -90988.0224283759 -90815.1298982499 -90688.2593055141 -90598.0844023258 -91106.0899666886 -91072.9085302067 -90659.6516605086 -90267.4755853357 -90297.7482906725 -90293.2849703975 -90125.2995378165 -89532.317253592 -89920.0150538112 -89631.180117447 -89734.6266355839 -89431.5241442943 -89926.1987804536 -89057.0018178562 -89309.5987263223 -89339.6987135692 -88656.9060053971 -88930.0163946498 -88146.0856687776 -88458.0890796049 -87219.3624738434 -88219.8036577255 -87902.7827224725 -87538.8268547021 -87541.051953588 -88626.0518874497 -88250.9168230332 -88185.9710050752 -87607.6040838124 -88534.6658944721 -87945.2547820575 -88967.7074992482 -89082.2068375353 -89145.4181305562 -90727.4221892118 -89623.0995594016 -89685.3473376175 -89590.0137553248 -89569.6450473947 -89648.0416342641 -89735.5854681508 -90370.0081825528 -90302.6540443139
"43" -91682.0911654253 -91517.8810458964 -91593.6875706245 -91554.0448301287 -91501.6520647082 -91143.1753977147 -90908.5120570657 -91254.6597232931 -90855.7591617908 -90564.8952906432 -90565.1366745312 -90280.8987365781 -90255.3374370686 -90488.6919703386 -90025.5913239925 -90810.4627832668 -90171.5217104721 -90206.6557290254 -90517.4777179369 -89534.5147357973 -90034.6777690128 -89559.5343583258 -89567.2554842931 -88990.4441168103 -88442.4629764293 -88500.5011330349 -88421.5714268195 -88407.2346204281 -87726.0306447425 -87835.6228109424 -87464.6105115297 -88141.4145275022 -88121.2841634719 -87854.8334972918 -88539.5101048173 -87952.7662378514 -88527.1776705248 -88573.09162194 -88451.9516112 -88967.4904929499 -89354.8118798889 -89623.0995594016 -91336.5671649329 -89643.3790066096 -90206.9584370396 -90459.3839313001 -90108.9271172347 -90452.2648662863 -90187.695545554 -90095.2063856904
"44" -91931.5105026006 -91792.6312663768 -91599.4578862566 -91573.5768145112 -91623.4180118216 -91518.8598945367 -91449.5192493496 -91520.1724956032 -91296.1938740265 -91175.1016876635 -91689.7306554763 -91335.686234642 -90245.8840277247 -90226.0333609325 -91036.4259941165 -90793.7219174276 -90303.2253758926 -90762.0309581451 -90347.1135294666 -90094.0993087672 -90189.8947106794 -89711.3814284838 -89578.251369708 -89115.9154626507 -88360.7608593327 -88006.5322091599 -88345.1168654521 -87857.0581424115 -87840.5768876715 -87510.9769377687 -88286.6830192906 -87948.9996768414 -88157.3691049404 -88456.7871642585 -88511.010274732 -88430.2480340039 -88689.5480493808 -88543.771263967 -89245.9908077105 -89730.4608165568 -89577.4726257392 -89685.3473376175 -89643.3790066096 -91766.9477289416 -90114.769763913 -90517.6329286383 -90591.8251196962 -90497.5490828138 -90832.1852256483 -90358.816801059
"45" -92463.4866688621 -91943.7339784436 -92207.3784422189 -91975.2723260577 -91929.2601865958 -91797.0655204395 -91493.3989365342 -91182.6633337661 -91920.0968808893 -91612.6361366948 -91458.7325676643 -91703.8247388702 -91720.2447783695 -91106.1406439892 -91161.8577677225 -91486.5388524471 -91144.567427276 -91037.0219469572 -90526.9249403111 -90174.442353076 -90908.6100839907 -89735.312570213 -89417.2134266629 -89153.6684685289 -88495.7330394794 -87861.4602241142 -87775.0068261139 -88457.9951673908 -87070.1742304042 -88578.50586885 -88236.9932154319 -88262.1265520627 -87950.3688950994 -88222.4622030704 -88160.6420469749 -88340.762925255 -88735.7692579202 -88251.7960025224 -88745.0360067207 -88942.8448467675 -89285.499429228 -89590.0137553248 -90206.9584370396 -90114.769763913 -91968.1317025531 -90731.3889986422 -90726.6494741256 -91339.6808185793 -91373.0670275317 -90906.2083749089
"46" -92464.5477447602 -92489.9875858628 -92149.2409430262 -92377.6327076904 -92232.5108553911 -92231.5096357133 -92469.4862792733 -92224.8612510514 -91882.5266139458 -91600.734226688 -91695.5722969142 -91533.5473340532 -91755.9500755013 -91484.8092001298 -91695.336418675 -91538.1071468356 -91239.711242056 -90694.7047449325 -90907.5494319693 -90830.3971024569 -90236.3393226998 -89385.5435826106 -89803.0055797666 -89009.9197269946 -88968.2332373923 -88674.2027458699 -88859.1359351549 -88326.744122661 -87903.602631599 -87668.6630679995 -88008.2431875563 -87943.6218854757 -87792.1821671603 -88463.7292378821 -87822.9935099701 -88199.5583027118 -88560.700392104 -88745.7773887577 -88727.1319929468 -89346.1701141556 -89790.1245637483 -89569.6450473947 -90459.3839313001 -90517.6329286383 -90731.3889986422 -92398.4969440197 -90998.0471714602 -91028.0172943782 -91123.1147795638 -90777.5937881539
"47" -92658.7430343761 -93020.7820004033 -92852.2453461788 -92869.6526908627 -92437.8582557483 -92704.8994913628 -92309.9316629898 -92243.6202303053 -92099.214792622 -92152.4463542197 -91773.0617830711 -92039.0421090691 -91868.1588005215 -91564.5295062485 -91220.5907437942 -91638.5020373317 -91581.9237869792 -91563.2750984559 -91127.6955130219 -91559.287358825 -90683.6465899324 -90441.0088748465 -89356.6146744649 -88791.52671055 -88876.0448306321 -88843.6416969604 -88260.5482989751 -88196.7311124266 -88312.3028948185 -88194.1683927601 -87814.7632186723 -88296.2645541063 -88372.5219105438 -88501.485550971 -88412.3053674268 -88450.7675694797 -88997.4894097791 -88687.7212893691 -88987.608101343 -89798.749939652 -89616.9075420456 -89648.0416342641 -90108.9271172347 -90591.8251196962 -90726.6494741256 -90998.0471714602 -92648.982758556 -90999.166346227 -91210.8316207792 -91666.3027446629
"48" -93286.1426173803 -93149.710905184 -93088.3921583542 -93023.2898416352 -92864.0641607739 -92651.9924087646 -92599.7274461681 -92868.5160200362 -92604.7396760996 -92444.8267610139 -92769.988496425 -92159.5683379281 -92515.291885654 -92732.5759046568 -92046.1934463837 -92168.0604450329 -92181.291424444 -91625.6021928214 -91573.831673564 -90781.3302041015 -90976.8660801669 -90040.0333267112 -89486.9352029954 -89219.2594489059 -88795.1786921724 -88617.6821574401 -88263.989400597 -88392.2437828763 -88136.9697779482 -88625.5976579056 -87735.2961036476 -88007.348880919 -88323.3628600504 -88262.7565123978 -88211.6952164072 -88399.8775485225 -88729.7529814155 -88966.3143441319 -89495.2607145783 -89761.0595512147 -89512.9644925808 -89735.5854681508 -90452.2648662863 -90497.5490828138 -91339.6808185793 -91028.0172943782 -90999.166346227 -93063.4333009449 -91739.0599318169 -91956.7335157968
"49" -93581.4042817795 -93618.7123905653 -93406.4727746852 -93195.74486636 -93438.0644490715 -92970.8244152047 -93341.2750059595 -93283.3940707157 -93305.0549276182 -93128.0661322743 -93246.5325018701 -92860.1340847531 -92545.0529218184 -92822.7154580831 -91811.9889746053 -92380.3652313615 -92310.8708571569 -92138.6348628463 -91459.1758865355 -91342.082811903 -90807.5906710932 -90645.0398000345 -89823.2048732048 -89240.1329089397 -88816.0353377332 -88714.9149402183 -88534.6236139442 -88185.3038299324 -88133.7834590071 -87695.0838145894 -88585.198504049 -87855.9479934298 -88249.8219077374 -88609.8802909966 -88545.6055727737 -88817.2640410864 -89180.4015601308 -89353.2901363315 -89276.7926166127 -89750.2793304066 -89843.8791843989 -90370.0081825528 -90187.695545554 -90832.1852256483 -91373.0670275317 -91123.1147795638 -91210.8316207792 -91739.0599318169 -93466.662293019 -92072.7639996511
"50" -93721.3270829444 -94040.7585946935 -93802.6331481601 -93538.880766666 -93463.1833459095 -93582.1695032482 -93716.6192337099 -93831.1484810465 -93157.166014212 -93448.2574672599 -93438.1098262017 -92886.13257603 -93529.1315302553 -93362.1360570254 -92628.4357012795 -92318.3674157818 -92697.2762936598 -92481.6501184049 -92555.2646371157 -91403.1801664579 -90727.0397208537 -90258.1006362846 -89591.0359827615 -89533.0887591754 -89188.5165212573 -88993.488667948 -88404.3944239252 -88502.296045366 -88131.9729795389 -88368.3056332508 -88036.5498396572 -88432.7774491018 -88232.8278402885 -88263.9842111514 -88690.8710231008 -89555.092135297 -89287.855895839 -89477.7971681248 -89774.1035081425 -89815.5814547545 -89978.7288171249 -90302.6540443139 -90095.2063856904 -90358.816801059 -90906.2083749089 -90777.5937881539 -91666.3027446629 -91956.7335157968 -92072.7639996511 -93806.1333539487
